state,test_year,district_id,district_name,leaid,classes,flagged_t95,pflagged_t95,predicted,binprob
WI,2009,4753,REEDSBURG,5512660,8,0,0,0,1
WI,2009,476,BLACK RIVER,5501260,6,0,0,0,1
WI,2009,4781,RHINELANDER,5512720,6,0,0,0,1
WI,2009,4802,RICE LAKE,5512810,8,0,0,0,1
WI,2009,485,BLAIR TAYLOR,5500016,8,1,0.125,0,0.320774491
WI,2009,4851,RICHLAND,5512960,4,0,0,0,1
WI,2009,4872,RIPON,5513020,8,0,0,0,1
WI,2009,4893,RIVER FALLS,5513050,8,0,0,0,1
WI,2009,4970,D C EVEREST,5513170,22,0,0,1,1
WI,2009,4998,RUBICON J6,5513200,10,1,0.1,0,0.383380174
WI,2009,5019,ST CROIX FAL,5513230,8,0,0,0,1
WI,2009,5026,ST FRANCIS,5513260,8,0,0,0,1
WI,2009,5068,SALEM,5513350,10,0,0,0,1
WI,2009,5100,SAUK PRAIRIE,5513410,8,0,0,0,1
WI,2009,5138,SEYMOUR,5513530,8,0,0,0,1
WI,2009,5264,SHAWANO,5513620,10,0,0,0,1
WI,2009,5271,SHEBOYGAN,5513650,40,0,0,2,1
WI,2009,5278,SHEBOYGAN FA,5513680,8,0,0,0,1
WI,2009,5306,SHELL LAKE,5513710,6,0,0,0,1
WI,2009,5355,SHOREWOOD,5513800,14,0,0,1,1
WI,2009,5390,SLINGER,5513950,8,0,0,0,1
WI,2009,5432,SOMERSET,5514010,8,0,0,0,1
WI,2009,5439,S MILWAUKEE,5514040,12,0,0,1,1
WI,2009,5460,SPARTA,5514160,6,0,0,0,1
WI,2009,5474,SPOONER,5514220,8,0,0,0,1
WI,2009,5593,STANLEY BOYD,5514430,6,0,0,0,1
WI,2009,5607,STEVENS PT,5514490,46,3,0.0652,2,0.370631417
WI,2009,5614,STOCKBRIDGE,5514520,2,0,0,0,1
WI,2009,5621,STOUGHTON,5514550,6,0,0,0,1
WI,2009,5642,STURGEON BAY,5514610,8,0,0,0,1
WI,2009,5656,SUN PRAIRIE,5514640,28,0,0,1,1
WI,2009,5663,SUPERIOR,5514670,8,0,0,0,1
WI,2009,5740,TIGERTON,5514880,4,0,0,0,1
WI,2009,5747,TOMAH,5514910,18,4,0.2222,1,0.008914093
WI,2009,5754,TOMAHAWK,5514940,8,0,0,0,1
WI,2009,5817,TWIN LAKES 4,5515090,10,0,0,0,1
WI,2009,5824,TWO RIVERS,5515120,6,0,0,0,1
WI,2009,5859,UNION GRV J1,5515180,10,0,0,0,1
WI,2009,5866,VALDERS,5515210,6,0,0,0,1
WI,2009,5901,VERONA,5515330,34,0,0,2,1
WI,2009,5985,VIROQUA,5515360,6,0,0,0,1
WI,2009,602,BONDUEL,5501470,4,0,0,0,1
WI,2009,6113,WATERFORD J1,5515660,12,0,0,1,1
WI,2009,6118,WATERLOO,5515720,2,1,0.5,0,0.09217216
WI,2009,6125,WATERTOWN,5515750,16,0,0,1,1
WI,2009,6174,WAUKESHA,5515780,60,1,0.0167,3,0.945032636
WI,2009,6181,WAUNAKEE,5515810,8,0,0,0,1
WI,2009,6195,WAUPACA,5515840,8,0,0,0,1
WI,2009,6216,WAUPUN,5515870,8,0,0,0,1
WI,2009,6223,WAUSAU,5515900,40,3,0.075,2,0.292245796
WI,2009,6237,WAUTOMA,5515960,8,0,0,0,1
WI,2009,6244,WAUWATOSA,5515990,16,0,0,1,1
WI,2009,6251,WAUZEKA STEU,5516020,2,0,0,0,1
WI,2009,6293,WEBSTER,5516230,2,0,0,0,1
WI,2009,6300,WEST ALLIS,5516260,32,0,0,2,1
WI,2009,6307,WEST BEND,5516290,28,1,0.0357,1,0.74174487
WI,2009,6328,WEST DE PERE,5516320,8,0,0,0,1
WI,2009,6335,WESTFIELD,5516440,2,0,0,0,1
WI,2009,637,BOYCEVILLE C,5501590,2,0,0,0,1
WI,2009,6370,WEST SALEM,5516350,8,0,0,0,1
WI,2009,6384,WEYAUWEGA FR,5516500,4,0,0,0,1
WI,2009,6419,WHITEFISHBAY,5516620,12,0,0,1,1
WI,2009,6426,WHITEHALL,5516650,4,0,0,0,1
WI,2009,6461,WHITEWATER,5516680,8,0,0,0,1
WI,2009,6470,WHITNALL,5506000,8,0,0,0,1
WI,2009,6482,WILLIAMS BAY,5516740,6,0,0,0,1
WI,2009,658,BRILLION,5501680,4,0,0,0,1
WI,2009,6608,WINNECONNE,5516830,4,0,0,0,1
WI,2009,665,BRISTOL,5501710,10,0,0,0,1
WI,2009,6678,WIS DELLS,5517040,8,0,0,0,1
WI,2009,6685,WIS RAPIDS,5517070,28,1,0.0357,1,0.74174487
WI,2009,6692,WITTENBERG,5517100,10,0,0,0,1
WI,2009,6720,WOODRUFF J1,5517160,10,0,0,0,1
WI,2009,6734,WRIGHTSTOWN,5517190,6,0,0,0,1
WI,2009,6748,YORKVILLE J2,5517220,10,0,0,0,1
WI,2009,700,BRODHEAD,5501740,8,0,0,0,1
WI,2009,714,ELMBROOK,5501770,16,0,0,1,1
WI,2009,721,BROWN DEER,5501800,8,0,0,0,1
WI,2009,735,BRUCE,5501830,4,0,0,0,1
WI,2009,777,BURLINGTON,5501890,10,0,0,0,1
WI,2009,8105,CENTRAL CITY,5500041,10,1,0.1,0,0.383380174
WI,2009,8106,MILW AC SCI,5500042,10,0,0,0,1
WI,2009,8108,BEAM,5500044,10,0,0,0,1
WI,2009,8110,21ST CENTURY,5500045,10,0,0,0,1
WI,2009,8111,YMCA YOUNG,5500046,10,0,0,0,1
WI,2009,8112,AC OF LRN,5500115,10,0,0,0,1
WI,2009,870,CADOTT COMM,5502040,6,0,0,0,1
WI,2009,903,CAMERON,5502130,8,0,0,0,1
WI,2009,91,ALMA CENTER,5500210,6,1,0.1667,0,0.251812426
WI,2009,910,CAMPBELLSPT,5502160,2,0,0,0,1
WI,2010,1015,CEDARBURG,5502460,12,0,0,1,1
WI,2010,1029,CEDAR GROVEB,5502430,2,0,0,0,1
WI,2010,1078,CHETEK,5502490,8,0,0,0,1
WI,2010,1085,CHILTON,5502520,2,0,0,0,1
WI,2010,1092,CHIPPEWA FAL,5502550,12,0,0,1,1
WI,2010,112,ALTOONA,5500270,8,0,0,0,1
WI,2010,1134,CLINTON,5502640,6,0,0,0,1
WI,2010,1141,CLINTONVILLE,5502670,8,0,0,0,1
WI,2010,1162,COLBY,5502730,2,0,0,0,1
WI,2010,1176,COLFAX,5502790,10,0,0,0,1
WI,2010,1183,COLUMBUS,5502820,8,0,0,0,1
WI,2010,119,AMERY,5500300,8,0,0,0,1
WI,2010,1253,CUDAHY,5503060,20,0,0,1,1
WI,2010,1260,CUMBERLAND,5503090,6,0,0,0,1
WI,2010,1295,DARLINGTON,5503150,10,1,0.1,0,0.396836658
WI,2010,1316,DE FOREST,5503180,8,0,0,0,1
WI,2010,1376,KETTLEMORAIN,5503510,12,0,0,1,1
WI,2010,1380,DELAVNDARIEN,5503640,16,1,0.0625,1,0.554655695
WI,2010,14,ADAMS FRIEND,5500060,12,2,0.1667,1,0.115602937
WI,2010,140,ANTIGO,5500360,8,0,0,0,1
WI,2010,1414,DE PERE,5503210,8,0,0,0,1
WI,2010,147,APPLETON,5500390,78,2,0.0256,4,0.902222876
WI,2010,1499,DURAND,5503840,8,0,0,0,1
WI,2010,1526,NORTHLAND PI,5503860,8,1,0.125,0,0.33265878
WI,2010,154,ARCADIA,5500420,10,1,0.1,0,0.396836658
WI,2010,1540,EAST TROY,5504020,8,0,0,0,1
WI,2010,1554,EAU CLAIRE,5504050,48,2,0.0417,2,0.691821187
WI,2010,1568,EDGERTON,5504110,8,0,0,0,1
WI,2010,1638,ELKHORN,5504290,16,0,0,1,1
WI,2010,1659,ELLSWORTH,5504320,6,0,0,0,1
WI,2010,1687,ERIN,5504410,10,0,0,0,1
WI,2010,1694,EVANSVILLE,5504440,8,0,0,0,1
WI,2010,170,ASHLAND,5500510,12,0,0,1,1
WI,2010,1813,FENNIMORE,5504590,6,0,0,0,1
WI,2010,182,ASHWAUBENON,5500540,12,0,0,1,1
WI,2010,1848,LAC DU FLAMB,5504620,10,0,0,0,1
WI,2010,1862,FOND DU LAC,5504680,32,0,0,2,1
WI,2010,1883,FT ATKINSON,5504740,4,0,0,0,1
WI,2010,1897,MAPLEDALEIND,5504770,10,1,0.1,0,0.396836658
WI,2010,1900,FRANKLIN,5504830,2,0,0,0,1
WI,2010,1953,FREEDOM,5504920,4,0,0,0,1
WI,2010,2051,GENOA CTY J2,5505130,6,0,0,0,1
WI,2010,2058,GERMANTOWN,5505160,8,0,0,0,1
WI,2010,2142,GILMANTON,5505370,4,0,0,0,1
WI,2010,2184,GLENDALE RVR,5505460,8,0,0,0,1
WI,2010,2217,GRAFTON,5505610,4,0,0,0,1
WI,2010,2226,GRANTON,5505640,8,1,0.125,0,0.33265878
WI,2010,2233,GRANTSBURG,5505670,8,0,0,0,1
WI,2010,2289,GREEN BAY,5505820,102,12,0.1176,5,0.004493393
WI,2010,2296,GREENDALE,5505910,16,0,0,1,1
WI,2010,2303,GREENFIELD,5505940,12,1,0.0833,1,0.454842581
WI,2010,238,UNITY,5500750,8,1,0.125,0,0.33265878
WI,2010,2420,HAMILTON,5506030,12,0,0,1,1
WI,2010,2422,ST CROIX CEN,5506060,6,0,0,0,1
WI,2010,2443,HARTFORD J1,5506090,8,0,0,0,1
WI,2010,2460,HARTLANDL J3,5506140,12,0,0,1,1
WI,2010,2478,HAYWARD,5506270,8,0,0,0,1
WI,2010,2523,HERMAN,5506390,4,0,0,0,1
WI,2010,2527,HIGHLAND,5506420,4,0,0,0,1
WI,2010,2541,HILLSBORO,5506480,6,0,0,0,1
WI,2010,2562,HOLMEN,5506540,12,2,0.1667,1,0.115602937
WI,2010,2576,HORICON,5506570,4,0,0,0,1
WI,2010,2583,HORTONVILLE,5506600,16,0,0,1,1
WI,2010,2604,HOWARD SUAMI,5506630,10,0,0,0,1
WI,2010,2611,HUDSON,5506690,16,1,0.0625,1,0.554655695
WI,2010,2646,IOWA GRANT,5506870,10,0,0,0,1
WI,2010,2695,JANESVILLE,5507020,48,4,0.0833,2,0.210870679
WI,2010,2702,JEFFERSON,5507050,4,0,0,0,1
WI,2010,2744,DODGELAND,5507260,4,0,0,0,1
WI,2010,2758,KAUKAUNA,5507290,6,1,0.1667,0,0.261652237
WI,2010,2793,KENOSHA,5507320,110,2,0.0182,5,0.97422893
WI,2010,280,BARABOO,5500810,16,2,0.125,1,0.185151554
WI,2010,2800,KEWASKUM,5507380,4,0,0,0,1
WI,2010,2828,KIEL,5507440,6,0,0,0,1
WI,2010,2835,KIMBERLY,5507470,10,0,0,0,1
WI,2010,2849,LA CROSSE,5507530,36,1,0.0278,2,0.837981062
WI,2010,2856,LADYSMITH HK,5507590,6,0,0,0,1
WI,2010,2885,LK GENEVA J1,5507620,16,0,0,1,1
WI,2010,2898,LAKE MILLS,5507710,4,0,0,0,1
WI,2010,2912,LANCASTER,5507770,4,0,0,0,1
WI,2010,308,BARRON,5500870,6,0,0,0,1
WI,2010,3129,LITTLE CHUTE,5508160,8,0,0,0,1
WI,2010,3150,LODI,5508190,4,0,0,0,1
WI,2010,3171,LOMIRA,5508220,4,0,0,0,1
WI,2010,3220,LUXEMBURG,5508340,6,0,0,0,1
WI,2010,3269,MADISON MET,5508520,140,2,0.0143,7,0.993032698
WI,2010,3290,MANITOWOC,5508610,28,0,0,1,1
WI,2010,3297,MAPLE,5508640,4,0,0,0,1
WI,2010,3311,MARINETTE,5508700,6,0,0,0,1
WI,2010,3318,MARION,5508730,6,0,0,0,1
WI,2010,3325,MARKESAN,5508760,4,0,0,0,1
WI,2010,3332,MARSHALL,5508790,6,0,0,0,1
WI,2010,3339,MARSHFIELD,5508820,14,0,0,1,1
WI,2010,336,BEAVER DAM,5500960,20,2,0.1,1,0.258879653
WI,2010,3360,MAUSTON,5508850,8,0,0,0,1
WI,2010,3367,MAYVILLE,5508880,10,0,0,0,1
WI,2010,3381,MCFARLAND,5508910,8,0,0,0,1
WI,2010,3409,MEDFORD,5508940,8,0,0,0,1
WI,2010,3430,MENASHA,5509030,16,0,0,1,1
WI,2010,3434,MENOMINEE,5509070,4,0,0,0,1
WI,2010,3437,MENOMONEE FA,5509060,16,0,0,1,1
WI,2010,3444,MENOMONIE,5509090,12,0,0,1,1
WI,2010,3479,MEQUON THIEN,5509130,12,0,0,1,1
WI,2010,350,BELLEVILLE,5500990,6,0,0,0,1
WI,2010,3500,MERRILL,5509210,4,0,0,0,1
WI,2010,3528,MERTON,5509360,8,0,0,0,1
WI,2010,3549,MIDDLETON CR,5509510,28,0,0,1,1
WI,2010,3612,MILTON,5509570,6,0,0,0,1
WI,2010,3619,MILWAUKEE,5509600,820,113,0.1378,40,0
WI,2010,3675,MONONA GROVE,5509810,12,0,0,1,1
WI,2010,3682,MONROE,5509840,4,0,0,0,1
WI,2010,3689,MONTELLO,5509870,2,0,0,0,1
WI,2010,3787,MOSINEE,5509960,8,0,0,0,1
WI,2010,3794,MOUNT HOREB,5509990,8,0,0,0,1
WI,2010,3822,MUKWONAGO,5510060,14,1,0.0714,1,0.507270103
WI,2010,3857,MUSKEGO NORW,5510170,14,0,0,1,1
WI,2010,3862,LAKE COUNTRY,5500013,10,0,0,0,1
WI,2010,3871,NECEDAH,5510230,8,1,0.125,0,0.33265878
WI,2010,3892,NEENAH,5510320,26,0,0,1,1
WI,2010,3899,NEILLSVILLE,5510350,4,0,0,0,1
WI,2010,3906,NEKOOSA,5510380,8,0,0,0,1
WI,2010,3913,NEOSHO J3,5510410,10,0,0,0,1
WI,2010,3925,NEW BERLIN,5510470,14,1,0.0714,1,0.507270103
WI,2010,3934,NEW GLARUS,5510500,6,0,0,0,1
WI,2010,3941,NEW HOLSTEIN,5510530,4,0,0,0,1
WI,2010,3948,NEW LISBON,5510560,10,0,0,0,1
WI,2010,3955,NEW LONDON,5510590,4,0,0,0,1
WI,2010,3962,NEW RICHMOND,5510620,10,1,0.1,0,0.396836658
WI,2010,3983,N FOND DULAC,5510740,8,0,0,0,1
WI,2010,4018,OAK CREEK FR,5510830,28,1,0.0357,1,0.757217248
WI,2010,4060,OCONOMOWOC,5510890,8,0,0,0,1
WI,2010,4067,OCONTO,5510920,6,0,0,0,1
WI,2010,4074,OCONTO FALLS,5510950,4,0,0,0,1
WI,2010,4088,OMRO,5510980,4,0,0,0,1
WI,2010,4095,ONALASKA,5511010,16,0,0,1,1
WI,2010,413,BELOIT,5501050,52,2,0.0385,3,0.733279116
WI,2010,4144,OREGON,5511100,4,0,0,0,1
WI,2010,4151,PARKVIEW,5511130,8,0,0,0,1
WI,2010,4165,OSCEOLA,5511160,8,0,0,0,1
WI,2010,4179,OSHKOSH AREA,5511190,58,1,0.0172,3,0.9467251
WI,2010,422,BELOIT TURNE,5501080,8,0,0,0,1
WI,2010,4228,PARDEEVILLE,5511370,2,0,0,0,1
WI,2010,4235,PARIS J1,5511400,10,2,0.2,0,0.084057098
WI,2010,4270,PEPIN,5511580,6,0,0,0,1
WI,2010,4305,PESHTIGO,5511610,8,0,0,0,1
WI,2010,4312,PEWAUKEE,5511640,6,0,0,0,1
WI,2010,434,BERLIN AREA,5501140,8,0,0,0,1
WI,2010,4368,PITTSVILLE,5511790,10,0,0,0,1
WI,2010,4389,PLATTEVILLE,5511850,6,0,0,0,1
WI,2010,4459,PLUM CITY,5511880,4,0,0,0,1
WI,2010,4501,PORTAGE,5512060,24,1,0.0417,1,0.702803388
WI,2010,4515,PORT WASH,5512000,8,1,0.125,0,0.33265878
WI,2010,4529,POTOSI,5512090,4,0,0,0,1
WI,2010,4536,POYNETTE,5512120,4,0,0,0,1
WI,2010,4543,PRAIR DU CH,5512150,10,0,0,0,1
WI,2010,4578,PRESCOTT,5512240,4,0,0,0,1
WI,2010,4613,PULASKI,5512330,8,0,0,0,1
WI,2010,4620,RACINE,5512360,96,6,0.0625,5,0.336038146
WI,2010,4627,RANDALL J1,5512390,10,0,0,0,1
WI,2010,4753,REEDSBURG,5512660,8,0,0,0,1
WI,2010,476,BLACK RIVER,5501260,6,0,0,0,1
WI,2010,4781,RHINELANDER,5512720,6,0,0,0,1
WI,2010,4802,RICE LAKE,5512810,8,1,0.125,0,0.33265878
WI,2010,4843,FRIESS LAKE,5512880,10,0,0,0,1
WI,2010,485,BLAIR TAYLOR,5500016,2,0,0,0,1
WI,2010,4851,RICHLAND,5512960,4,0,0,0,1
WI,2010,4872,RIPON,5513020,8,0,0,0,1
WI,2010,4893,RIVER FALLS,5513050,8,0,0,0,1
WI,2010,4956,ROSENDALE BR,5513100,4,0,0,0,1
WI,2010,497,BLOOMER,5501350,2,0,0,0,1
WI,2010,4970,D C EVEREST,5513170,18,0,0,1,1
WI,2010,4998,RUBICON J6,5513200,10,1,0.1,0,0.396836658
WI,2010,5019,ST CROIX FAL,5513230,8,2,0.25,0,0.055810797
WI,2010,5026,ST FRANCIS,5513260,8,0,0,0,1
WI,2010,5068,SALEM,5513350,10,0,0,0,1
WI,2010,5100,SAUK PRAIRIE,5513410,8,0,0,0,1
WI,2010,5138,SEYMOUR,5513530,8,0,0,0,1
WI,2010,5264,SHAWANO,5513620,10,0,0,0,1
WI,2010,5271,SHEBOYGAN,5513650,48,0,0,2,1
WI,2010,5278,SHEBOYGAN FA,5513680,8,0,0,0,1
WI,2010,5355,SHOREWOOD,5513800,14,0,0,1,1
WI,2010,5390,SLINGER,5513950,4,0,0,0,1
WI,2010,5432,SOMERSET,5514010,8,0,0,0,1
WI,2010,5439,S MILWAUKEE,5514040,16,0,0,1,1
WI,2010,5457,SOUTHRN DOOR,5514130,4,0,0,0,1
WI,2010,5460,SPARTA,5514160,6,0,0,0,1
WI,2010,5467,SPENCER,5514190,4,0,0,0,1
WI,2010,5474,SPOONER,5514220,8,0,0,0,1
WI,2010,5607,STEVENS PT,5514490,28,0,0,1,1
WI,2010,5621,STOUGHTON,5514550,10,0,0,0,1
WI,2010,5642,STURGEON BAY,5514610,8,0,0,0,1
WI,2010,5656,SUN PRAIRIE,5514640,32,1,0.0313,2,0.80166845
WI,2010,5663,SUPERIOR,5514670,24,0,0,1,1
WI,2010,5747,TOMAH,5514910,18,0,0,1,1
WI,2010,5754,TOMAHAWK,5514940,8,0,0,0,1
WI,2010,5810,TURTLE LAKE,5515060,10,1,0.1,0,0.396836658
WI,2010,5817,TWIN LAKES 4,5515090,10,0,0,0,1
WI,2010,5824,TWO RIVERS,5515120,8,0,0,0,1
WI,2010,5859,UNION GRV J1,5515180,10,0,0,0,1
WI,2010,5901,VERONA,5515330,20,1,0.05,1,0.636193983
WI,2010,5985,VIROQUA,5515360,6,0,0,0,1
WI,2010,602,BONDUEL,5501470,4,0,0,0,1
WI,2010,6022,WALWORTH J1,5515450,10,1,0.1,0,0.396836658
WI,2010,6027,WASHBURN,5515540,8,0,0,0,1
WI,2010,6113,WATERFORD J1,5515660,8,0,0,0,1
WI,2010,6118,WATERLOO,5515720,6,0,0,0,1
WI,2010,6125,WATERTOWN,5515750,16,0,0,1,1
WI,2010,616,N LAKELAND,5501530,10,0,0,0,1
WI,2010,6174,WAUKESHA,5515780,76,3,0.0395,4,0.729697916
WI,2010,6181,WAUNAKEE,5515810,8,0,0,0,1
WI,2010,6195,WAUPACA,5515840,8,0,0,0,1
WI,2010,6223,WAUSAU,5515900,36,0,0,2,1
WI,2010,6237,WAUTOMA,5515960,8,0,0,0,1
WI,2010,6244,WAUWATOSA,5515990,24,0,0,1,1
WI,2010,6300,WEST ALLIS,5516260,36,1,0.0278,2,0.837981062
WI,2010,6307,WEST BEND,5516290,32,0,0,2,1
WI,2010,6328,WEST DE PERE,5516320,12,0,0,1,1
WI,2010,6335,WESTFIELD,5516440,8,2,0.25,0,0.055810797
WI,2010,6354,WESTON,5516470,4,0,0,0,1
WI,2010,6370,WEST SALEM,5516350,8,0,0,0,1
WI,2010,6384,WEYAUWEGA FR,5516500,4,0,0,0,1
WI,2010,6419,WHITEFISHBAY,5516620,12,0,0,1,1
WI,2010,6461,WHITEWATER,5516680,4,0,0,0,1
WI,2010,6470,WHITNALL,5506000,12,0,0,1,1
WI,2010,6482,WILLIAMS BAY,5516740,6,0,0,0,1
WI,2010,6608,WINNECONNE,5516830,6,1,0.1667,0,0.261652237
WI,2010,665,BRISTOL,5501710,10,0,0,0,1
WI,2010,6678,WIS DELLS,5517040,8,1,0.125,0,0.33265878
WI,2010,6685,WIS RAPIDS,5517070,16,0,0,1,1
WI,2010,6692,WITTENBERG,5517100,10,0,0,0,1
WI,2010,700,BRODHEAD,5501740,4,0,0,0,1
WI,2010,714,ELMBROOK,5501770,24,0,0,1,1
WI,2010,721,BROWN DEER,5501800,8,0,0,0,1
WI,2010,777,BURLINGTON,5501890,8,1,0.125,0,0.33265878
WI,2010,8105,CENTRAL CITY,5500041,10,0,0,0,1
WI,2010,8106,MILW AC SCI,5500042,10,2,0.2,0,0.084057098
WI,2010,8108,BEAM,5500044,10,0,0,0,1
WI,2010,8109,DLH AC,5500047,10,0,0,0,1
WI,2010,8110,21ST CENTURY,5500045,10,0,0,0,1
WI,2010,8111,YMCA YOUNG,5500046,10,0,0,0,1
WI,2010,8112,AC OF LRN,5500115,10,0,0,0,1
WI,2010,8121,SEEDS OF HEAL,5500057,8,0,0,0,1
WI,2010,8122,MILWRENAISSAN,5500055,2,0,0,0,1
WI,2010,84,ALMA,5500180,8,0,0,0,1
WI,2010,870,CADOTT COMM,5502040,2,0,0,0,1
WI,2010,896,CAMBRIDGE,5502100,4,0,0,0,1
WI,2010,903,CAMERON,5502130,8,0,0,0,1
WI,2010,91,ALMA CENTER,5500210,6,0,0,0,1
WI,2010,994,CASSVILLE,5502400,4,1,0.25,0,0.183090445
WI,2011,1015,CEDARBURG,5502460,8,0,0,0,1
WI,2011,1085,CHILTON,5502520,6,0,0,0,1
WI,2011,1092,CHIPPEWA FAL,5502550,20,0,0,1,1
WI,2011,112,ALTOONA,5500270,8,0,0,0,1
WI,2011,1134,CLINTON,5502640,8,0,0,0,1
WI,2011,1141,CLINTONVILLE,5502670,8,0,0,0,1
WI,2011,1176,COLFAX,5502790,10,0,0,0,1
WI,2011,1183,COLUMBUS,5502820,8,0,0,0,1
WI,2011,119,AMERY,5500300,4,0,0,0,1
WI,2011,1218,CRANDON,5502910,4,1,0.25,0,0.184807633
WI,2011,1253,CUDAHY,5503060,14,0,0,1,1
WI,2011,1260,CUMBERLAND,5503090,6,1,0.1667,0,0.263979083
WI,2011,1316,DE FOREST,5503180,8,0,0,0,1
WI,2011,1376,KETTLEMORAIN,5503510,8,0,0,0,1
WI,2011,1380,DELAVNDARIEN,5503640,16,0,0,1,1
WI,2011,14,ADAMS FRIEND,5500060,8,0,0,0,1
WI,2011,140,ANTIGO,5500360,4,0,0,0,1
WI,2011,1414,DE PERE,5503210,10,0,0,0,1
WI,2011,147,APPLETON,5500390,82,3,0.0366,4,0.781329243
WI,2011,1526,NORTHLAND PI,5503860,8,0,0,0,1
WI,2011,154,ARCADIA,5500420,10,0,0,0,1
WI,2011,1540,EAST TROY,5504020,8,0,0,0,1
WI,2011,1554,EAU CLAIRE,5504050,56,0,0,3,1
WI,2011,1568,EDGERTON,5504110,8,0,0,0,1
WI,2011,1638,ELKHORN,5504290,16,0,0,1,1
WI,2011,1645,ELK MOUND,5504230,2,0,0,0,1
WI,2011,1659,ELLSWORTH,5504320,6,0,0,0,1
WI,2011,1673,ROYALL,5504380,2,0,0,0,1
WI,2011,1687,ERIN,5504410,10,0,0,0,1
WI,2011,1694,EVANSVILLE,5504440,4,0,0,0,1
WI,2011,170,ASHLAND,5500510,12,0,0,1,1
WI,2011,1729,FALL CREEK,5504500,4,0,0,0,1
WI,2011,182,ASHWAUBENON,5500540,12,0,0,1,1
WI,2011,1862,FOND DU LAC,5504680,36,1,0.0278,2,0.841020569
WI,2011,1883,FT ATKINSON,5504740,12,0,0,1,1
WI,2011,1890,FOX POINT J2,5504800,2,0,0,0,1
WI,2011,1897,MAPLEDALEIND,5504770,10,0,0,0,1
WI,2011,1900,FRANKLIN,5504830,14,0,0,1,1
WI,2011,1945,NORTH OZAU,5504890,16,0,0,1,1
WI,2011,1953,FREEDOM,5504920,4,0,0,0,1
WI,2011,2009,GALESVILLEET,5504960,6,0,0,0,1
WI,2011,2051,GENOA CTY J2,5505130,8,0,0,0,1
WI,2011,2058,GERMANTOWN,5505160,4,0,0,0,1
WI,2011,2128,GILLETT,5505250,4,0,0,0,1
WI,2011,2142,GILMANTON,5505370,4,0,0,0,1
WI,2011,217,AUGUSTA,5500630,4,0,0,0,1
WI,2011,2184,GLENDALE RVR,5505460,8,0,0,0,1
WI,2011,2217,GRAFTON,5505610,4,0,0,0,1
WI,2011,2226,GRANTON,5505640,8,0,0,0,1
WI,2011,2233,GRANTSBURG,5505670,8,0,0,0,1
WI,2011,2240,BLACK HAWK,5505730,8,1,0.125,0,0.335461405
WI,2011,2289,GREEN BAY,5505820,102,7,0.0686,5,0.245977828
WI,2011,2296,GREENDALE,5505910,12,0,0,1,1
WI,2011,2303,GREENFIELD,5505940,20,1,0.05,1,0.640001641
WI,2011,238,UNITY,5500750,6,0,0,0,1
WI,2011,2420,HAMILTON,5506030,16,1,0.0625,1,0.558388456
WI,2011,2422,ST CROIX CEN,5506060,8,0,0,0,1
WI,2011,2443,HARTFORD J1,5506090,8,0,0,0,1
WI,2011,2460,HARTLANDL J3,5506140,8,0,0,0,1
WI,2011,2478,HAYWARD,5506270,8,0,0,0,1
WI,2011,2523,HERMAN,5506390,6,0,0,0,1
WI,2011,2562,HOLMEN,5506540,16,2,0.125,1,0.188070546
WI,2011,2576,HORICON,5506570,4,0,0,0,1
WI,2011,2583,HORTONVILLE,5506600,16,0,0,1,1
WI,2011,2604,HOWARD SUAMI,5506630,10,0,0,0,1
WI,2011,2611,HUDSON,5506690,16,0,0,1,1
WI,2011,2695,JANESVILLE,5507020,48,4,0.0833,2,0.215930585
WI,2011,2702,JEFFERSON,5507050,4,0,0,0,1
WI,2011,2730,JOHNSONCREEK,5507170,6,0,0,0,1
WI,2011,2744,DODGELAND,5507260,8,0,0,0,1
WI,2011,2758,KAUKAUNA,5507290,6,0,0,0,1
WI,2011,2793,KENOSHA,5507320,118,4,0.0339,6,0.844328119
WI,2011,280,BARABOO,5500810,16,0,0,1,1
WI,2011,2800,KEWASKUM,5507380,8,0,0,0,1
WI,2011,2828,KIEL,5507440,6,0,0,0,1
WI,2011,2835,KIMBERLY,5507470,14,1,0.0714,1,0.510885695
WI,2011,2849,LA CROSSE,5507530,32,2,0.0625,2,0.477905917
WI,2011,2856,LADYSMITH HK,5507590,6,0,0,0,1
WI,2011,2885,LK GENEVA J1,5507620,16,0,0,1,1
WI,2011,2898,LAKE MILLS,5507710,6,0,0,0,1
WI,2011,308,BARRON,5500870,10,0,0,0,1
WI,2011,3129,LITTLE CHUTE,5508160,8,1,0.125,0,0.335461405
WI,2011,3150,LODI,5508190,8,0,0,0,1
WI,2011,3220,LUXEMBURG,5508340,8,0,0,0,1
WI,2011,3269,MADISON MET,5508520,138,9,0.0652,7,0.250674991
WI,2011,3290,MANITOWOC,5508610,22,0,0,1,1
WI,2011,3297,MAPLE,5508640,4,0,0,0,1
WI,2011,3311,MARINETTE,5508700,8,0,0,0,1
WI,2011,3332,MARSHALL,5508790,8,0,0,0,1
WI,2011,3339,MARSHFIELD,5508820,14,1,0.0714,1,0.510885695
WI,2011,336,BEAVER DAM,5500960,12,1,0.0833,1,0.45827321
WI,2011,3360,MAUSTON,5508850,12,1,0.0833,1,0.45827321
WI,2011,3367,MAYVILLE,5508880,10,0,0,0,1
WI,2011,3381,MCFARLAND,5508910,8,0,0,0,1
WI,2011,3409,MEDFORD,5508940,6,0,0,0,1
